id,name,type,parent_id,region_code,city_code,address,contact,latitude,longitude,created_at,updated_at
07843520-121b-4d32-910f-5ea167b30b93,부산광역시 중구 보건소,health_center,,BUS,,부산 중구 중구로 120,051-600-4741,35.1066505428951,129.032480153837,2025-09-21 19:25:46.006943+00,2025-10-16 08:37:35.438988+00
096c8e89-d0e3-435e-a4af-354a6780054f,충청남도 아산시 보건소,health_center,,CHN,,충청남도 아산시,041-537-3000,,,2025-09-21 19:25:46.737648+00,2025-09-21 19:25:46.737648+00
09864456-cb2a-41a9-a23f-5462c3d01e80,대구광역시 중구 보건소,health_center,,DAE,,대구 중구 태평로 45,053-661-3000,35.877854170984,128.583245404251,2025-09-21 19:25:46.124943+00,2025-10-16 08:37:37.14323+00
0aa1440e-7495-4b1b-b672-46a62ee4f632,고성군 보건소,health_center,,GYN,,경남 고성군 고성읍 남포로79번길 103-3,055-670-4000,34.9694566156235,128.315383433273,2025-09-21 19:25:46.996595+00,2025-10-16 08:37:59.895521+00
0af54886-f366-4eb0-b26c-eacf1837b9a0,충청북도 충주시 보건소,health_center,,CHB,,충청북도 충주시,043-850-3000,,,2025-09-21 19:25:46.663564+00,2025-09-21 19:25:46.663564+00
0dd8a6e1-39df-429b-ab2c-afa2a340d472,군위군 보건소,health_center,,GYB,,대구 군위군 군위읍 군청로 70,054-380-7400,36.2296601155305,128.569976766499,2025-09-21 19:25:46.933705+00,2025-10-16 08:37:46.410849+00
0e28e069-3436-4c6b-a5ae-8022cc7ab6db,광주광역시,province,,GWA,,,,,,2025-09-08 15:33:17.099256+00,2025-09-08 15:33:17.099256+00
0e360570-d10d-489d-9656-5b510cbd3dec,과천시 보건소,health_center,,GYE,,경기 과천시 관문로 69,02-2150-3800,37.429798561983,126.986970693025,2025-09-21 19:25:46.553242+00,2025-10-16 08:37:54.024174+00
0efd8965-fb71-470e-8e09-f78c8f6c88f8,임실군 보건소,health_center,,JEB,,전북특별자치도 임실군 임실읍 호국로 1680,063-640-3000,35.6124950912514,127.286975554898,2025-09-21 19:25:46.811478+00,2025-10-16 08:38:04.172141+00
0ff9df96-af28-4709-bb77-3da3875fdb45,강원응급의료지원센터,emergency_center,,GAN,,강원특별자치도 춘천시 중앙로 1,033-260-1566,37.8813,127.7298,2025-09-21 19:16:34.66741+00,2025-10-16 09:13:49.692676+00
10bd8836-08e9-44f2-8f73-f569b043a289,해남군 보건소,health_center,,JEN,,전남 해남군 해남읍 해남로 46,061-531-3700,34.5705037634418,126.612039064443,2025-09-21 19:25:46.870534+00,2025-10-16 08:38:09.544692+00
11b002a0-ef10-40c9-872f-149495fb2fa6,충청북도 증평군 보건소,health_center,,CHB,,충청북도 증평군,043-835-4000,,,2025-09-21 19:25:46.663564+00,2025-09-21 19:25:46.663564+00
1248c3c0-a664-493b-871f-ac010095d125,포항시 남구 보건소,health_center,,GYB,,경북 포항시 남구 동해안로 6119,054-270-4000,35.9924393679967,129.39623103537,2025-09-21 19:25:46.933705+00,2025-10-16 08:37:48.314952+00
129c0b80-d699-4d9c-9a9e-ad52ec642216,서울특별시 성북구 보건소,health_center,,SEO,,서울 성북구 화랑로 63,02-2241-1740,37.6027060727021,127.03952247344,2025-09-21 19:25:45.894649+00,2025-10-16 08:38:13.120739+00
14061437-b4a4-4c12-99a0-18155a34d4a5,대전응급의료지원센터,emergency_center,,DAJ,,대전광역시 서구 둔산로 100,042-280-7031,36.3504,127.3845,2025-09-21 19:16:34.66741+00,2025-10-18 02:48:36.324111+00
14be1638-a64e-4856-966e-50c33a7a71dc,김포시 보건소,health_center,,GYE,,경기 김포시 사우중로 108,031-980-5000,37.6237336666264,126.722947872868,2025-09-21 19:25:46.553242+00,2025-10-16 08:37:54.200184+00
14ca2e39-4a86-45d1-a5a1-8c6b39529bf5,세종특별자치시 보건소,health_center,,SEJ,,세종특별자치시 조치원읍 대첩로 32,044-301-2000,36.5960298270418,127.29266725237,2025-09-21 19:25:46.456357+00,2025-10-16 08:38:11.358124+00
15589d77-663d-47f9-86a0-3a5c5135e41f,안산시 단원구 보건소,health_center,,GYE,,경기 안산시 단원구 화랑로 250,031-481-3000,37.3206390150228,126.815184608872,2025-09-21 19:25:46.553242+00,2025-10-16 08:37:52.138063+00
155dd1dc-0179-4ac8-a5c2-9908585e4871,창녕군 보건소,health_center,,GYN,,경남 창녕군 창녕읍 군청1길 37,055-530-6200,35.5436575879058,128.490112626028,2025-09-21 19:25:46.996595+00,2025-10-16 08:37:59.794026+00
156d0326-3655-40ea-aa60-b07cb44ad919,대전광역시 유성구 보건소,health_center,,DAJ,,대전 유성구 박산로 177,042-611-5000,36.3539148619379,127.328634651321,2025-09-21 19:25:46.330268+00,2025-10-16 08:37:39.24798+00
1571b3bf-1d32-4e67-9934-19b5c2657fb9,울산광역시 동구 보건소,health_center,,ULS,,울산 동구 봉수로 155,052-209-4000,35.5065156628068,129.41764606722,2025-09-21 19:25:46.384918+00,2025-10-16 08:38:17.150029+00
1621ceb2-d4b4-44ff-9935-f0481850f838,서울특별시 은평구 보건소,health_center,,SEO,,서울 은평구 은평로 195,02-351-8114,37.6024569702276,126.928823550033,2025-09-21 19:25:45.894649+00,2025-10-16 08:38:13.430925+00
165da9c8-9c65-4061-8b1c-2ee14c2e603e,양주시 보건소,health_center,,GYE,,경기 양주시 부흥로 1533,031-8082-7000,37.785574645554,127.046629724286,2025-09-21 19:25:46.553242+00,2025-10-16 08:37:56.374425+00
1759c537-60fa-45fa-87c3-a9af81d2c883,고흥군 보건소,health_center,,JEN,,전남 고흥군 고흥읍 등암3길 5,061-830-5500,34.5925208237431,127.268528419636,2025-09-21 19:25:46.870534+00,2025-10-16 08:38:07.990909+00
194fe45c-7b13-4d5b-85e2-68aa8dea27fe,부산광역시 사상구 보건소,health_center,,BUS,,부산 사상구 학감대로 242,051-310-4791,35.152440785673,128.992129793942,2025-09-21 19:25:46.006943+00,2025-10-16 08:37:35.251222+00
1be9e940-8c7d-42fe-98c4-66d3a11a4db7,완도군 보건소,health_center,,JEN,,전라남도 완도군,061-550-5800,,,2025-09-21 19:25:46.870534+00,2025-09-21 19:25:46.870534+00
1c198151-7284-42a7-b1bc-6ddfd62c6f78,청송군 보건소,health_center,,GYB,,경북 청송군 청송읍 의료원길 19,054-870-7000,36.4310334132112,129.052651854626,2025-09-21 19:25:46.933705+00,2025-10-16 08:37:48.582798+00
1c254302-be41-4760-b897-37d64173aea9,서울특별시 서대문구 보건소,health_center,,SEO,,서울 서대문구 연희로 242,02-330-1801,37.5786101638561,126.936272726327,2025-09-21 19:25:45.894649+00,2025-10-16 08:38:13.530579+00
1cd99216-0b9e-497a-a93c-e6ec674f2c25,부산광역시,province,,BUS,,,,,,2025-09-08 15:33:17.099256+00,2025-09-08 15:33:17.099256+00
1d71f4cd-aefa-4478-8fec-fda1837ab8fc,대구광역시 달성군 보건소,health_center,,DAE,,대구 달성군 현풍읍 현풍중앙로 27,053-668-3000,35.6919911725353,128.446226951311,2025-09-21 19:25:46.124943+00,2025-10-16 08:37:38.423735+00
1ef2ec5c-45cd-406e-a0aa-d44675ba3d39,충청북도 영동군 보건소,health_center,,CHB,,충청북도 영동군,043-740-5600,,,2025-09-21 19:25:46.663564+00,2025-09-21 19:25:46.663564+00
1ff3bcc7-8d10-45a3-b9fc-27811726b20d,오산시 보건소,health_center,,GYE,,경기 오산시 경기동로 59,031-8036-6000,37.1594408576603,127.077820014478,2025-09-21 19:25:46.553242+00,2025-10-16 08:37:52.652673+00
21ab479b-c77b-4615-8972-9b3951d6f4e1,충청북도 청주시 서원구 보건소,health_center,,CHB,,충청북도 청주시 서원구,043-201-3200,,,2025-09-21 19:25:46.663564+00,2025-09-21 19:25:46.663564+00
221086bd-ca7f-40f0-9839-70e4e87f8b38,서울특별시 성동구 보건소,health_center,,SEO,,서울 성동구 마장로23길 10,02-2286-7000,37.5670917604829,127.033210231235,2025-09-21 19:25:45.894649+00,2025-10-16 08:38:11.776009+00
22be4384-d6f0-4161-8888-ff6dd0eb1af6,익산시 보건소,health_center,,JEB,,전북특별자치도 익산시 무왕로 975,063-859-4000,35.9610560054146,126.966415395044,2025-09-21 19:25:46.811478+00,2025-10-16 08:38:03.593891+00
22d2fd8d-9621-449c-85d5-0608413dbb0d,밀양시 보건소,health_center,,GYN,,경남 밀양시 삼문중앙로 41,055-359-5000,35.4857132334172,128.756131969927,2025-09-21 19:25:46.996595+00,2025-10-16 08:37:58.324717+00
2323d2f3-3b33-47e9-9d19-1c810e48fadd,영암군 보건소,health_center,,JEN,,전남 영암군 영암읍 오리정길 39,061-470-6500,34.7950316972875,126.703610429575,2025-09-21 19:25:46.870534+00,2025-10-16 08:38:09.626215+00
239c2cc7-48e2-47f1-a710-516b46e880fe,충청남도 금산군 보건소,health_center,,CHN,,충청남도 금산군,041-750-4000,,,2025-09-21 19:25:46.737648+00,2025-09-21 19:25:46.737648+00
23bbba88-1903-433a-996f-115b2096af36,장흥군 보건소,health_center,,JEN,,전남 장흥군 장흥읍 흥성로 49,061-860-0500,34.6764712499911,126.90830372584,2025-09-21 19:25:46.870534+00,2025-10-16 08:38:11.262629+00
2452d936-6707-48b3-ad52-a3a91b1ab102,성남시 수정구 보건소,health_center,,GYE,,경기 성남시 수정구 수정로 218,031-729-3000,37.4442862018693,127.14415456771,2025-09-21 19:25:46.553242+00,2025-10-16 08:37:50.113653+00
260ebe35-f03f-414b-9c62-db8d291b2e13,인천광역시 남동구 보건소,health_center,,INC,,인천 남동구 소래로 633,032-453-2000,37.4474046753868,126.730705510279,2025-09-21 19:25:46.199323+00,2025-10-16 08:38:01.783193+00
27b9a232-820e-4384-8229-6617f98870c5,수원시 팔달구 보건소,health_center,,GYE,,경기 수원시 팔달구 팔달산로 6,031-228-5000,37.2714806229761,127.012528438455,2025-09-21 19:25:46.553242+00,2025-10-16 08:37:48.76455+00
29992fb4-66b3-42d5-8ed2-251ee61532b0,완주군 보건소,health_center,,JEB,,전북특별자치도 완주군 삼례읍 삼봉8로 10-10,063-290-3000,35.921920818396,127.122024316285,2025-09-21 19:25:46.811478+00,2025-10-16 08:38:03.88926+00
2a9fa16a-9c7a-449e-b7b7-2f931a53f89b,정읍시 보건소,health_center,,JEB,,전북특별자치도 정읍시 수성1로 61,063-539-6000,35.5779906290071,126.854529329203,2025-09-21 19:25:46.811478+00,2025-10-16 08:38:03.691115+00
2b45733c-2657-4370-824f-ec3ce4f9fea3,강진군 보건소,health_center,,JEN,,전남 강진군 강진읍 목리길 11,061-430-3500,34.6381360159331,126.775513376231,2025-09-21 19:25:46.870534+00,2025-10-16 08:38:09.441636+00
302b456c-18df-4166-ae5e-3302a2ac230d,영양군 보건소,health_center,,GYB,,경북 영양군 영양읍 동서대로 82,054-680-5100,36.6619879890115,129.118046630262,2025-09-21 19:25:46.933705+00,2025-10-16 08:37:46.571269+00
32304c9b-66f8-4e84-a15d-f1178aa597a7,수원시 권선구 보건소,health_center,,GYE,,경기 수원시 권선구 호매실로 22-50,031-228-6000,37.2587442401435,126.971128120166,2025-09-21 19:25:46.553242+00,2025-10-16 08:37:50.031619+00
3234708e-188e-4109-83d9-68a9888f68e4,울산광역시 남구 보건소,health_center,,ULS,,울산 남구 삼산중로 132,052-226-2000,35.5453576474481,129.336332644502,2025-09-21 19:25:46.384918+00,2025-10-16 08:38:17.051041+00
33543e05-5962-4749-a592-1826a31517cb,광명시 보건소,health_center,,GYE,,경기 광명시 오리로 613,02-2680-2000,37.4566775186516,126.87884356633,2025-09-21 19:25:46.553242+00,2025-10-16 08:37:52.059582+00
33f07e09-078b-4cf4-a38f-ee49e1871d2d,신안군 보건소,health_center,,JEN,,전남 신안군 압해읍 신장리 463-17,061-240-8800,34.8336238166562,126.352728758638,2025-09-21 19:25:46.870534+00,2025-10-16 08:38:11.072435+00
348f15e3-fe59-4d45-93fc-d185e52483ff,충청남도 부여군 보건소,health_center,,CHN,,충청남도 부여군,041-830-2000,,,2025-09-21 19:25:46.737648+00,2025-09-21 19:25:46.737648+00
34d5cc8a-4186-4cee-9641-eea39d592643,울진군 보건소,health_center,,GYB,,경북 울진군 울진읍 읍내8길 61-8,054-789-5000,36.99620547579,129.404663006507,2025-09-21 19:25:46.933705+00,2025-10-16 08:37:48.136734+00
34ef9c71-f80c-44f2-aa43-dd40a4716c62,충청남도 서산시 보건소,health_center,,CHN,,충청남도 서산시,041-660-2000,,,2025-09-21 19:25:46.737648+00,2025-09-21 19:25:46.737648+00
36935ce7-4f12-45a4-982b-8fa975eb18d5,광주광역시 남구 보건소,health_center,,GWA,,광주 남구 봉선로 1,062-607-4000,35.1329956545989,126.902611615916,2025-09-21 19:25:46.258924+00,2025-10-16 08:37:43.081656+00
36d84abd-7348-40d7-8d34-50125b76f707,함양군 보건소,health_center,,GYN,,경남 함양군 함양읍 한들로 141,055-960-5300,35.5196714548532,127.731792628408,2025-09-21 19:25:46.996595+00,2025-10-16 08:38:00.290736+00
374b9ec5-6354-422d-bc66-b5e47f038f22,서귀포시 서부보건소,health_center,,JEJ,,제주특별자치도 서귀포시 대정읍 최남단해안로15번길 12,064-760-6200,33.2186549923164,126.25324612568,2025-09-21 19:25:47.043746+00,2025-10-16 08:38:07.292754+00
37f21a61-002c-4885-b8e2-454b010a2807,제주시 보건소,health_center,,JEJ,,제주특별자치도 제주시 연삼로 264,064-728-4100,33.4915801482532,126.520272716954,2025-09-21 19:25:47.043746+00,2025-10-16 08:38:05.836838+00
38620012-d210-469f-899e-cc92628b9186,함안군 보건소,health_center,,GYN,,경남 함안군 가야읍 중앙남4길 10,055-580-3000,35.2757183134756,128.410270190738,2025-09-21 19:25:46.996595+00,2025-10-16 08:37:59.696762+00
39ba1b1a-5af4-48fe-bb66-6f06efd54b35,성남시 중원구 보건소,health_center,,GYE,,경기 성남시 중원구 금상로 137,031-729-3500,37.4418821925168,127.170621800812,2025-09-21 19:25:46.553242+00,2025-10-16 08:37:55.855407+00
3a35f1a4-0dea-42aa-9ec6-0ee3c77f4784,경기도,province,,GYE,,,,,,2025-09-08 15:33:17.099256+00,2025-09-08 15:33:17.099256+00
3b9dc696-b6c6-4408-883f-afdfc0756a44,창원시 마산합포구 보건소,health_center,,GYN,,경남 창원시 마산합포구 월영동북로 15,055-225-6000,35.1823941335143,128.562889595226,2025-09-21 19:25:46.996595+00,2025-10-16 08:37:57.734395+00
3c0c7c86-8688-448b-919b-9211d36c2952,화순군 보건소,health_center,,JEN,,전남 화순군 화순읍 쌍충로 62,061-379-5300,35.0574158136352,126.98225912426,2025-09-21 19:25:46.870534+00,2025-10-16 08:38:09.206556+00
3cb5596c-ddbe-460b-81ff-117e3538cf60,부산광역시 강서구 보건소,health_center,,BUS,,부산 강서구 공항로811번길 10,051-970-4000,35.1805425788658,128.957066854015,2025-09-21 19:25:46.006943+00,2025-10-16 08:37:35.528634+00
3cd1af79-7c9c-47ff-b927-365805396645,원주시 보건소,health_center,,GAN,,강원특별자치도 원주시 원일로 139,033-737-4000,37.351524374393,127.946803190331,2025-09-21 19:25:46.618973+00,2025-10-16 08:37:40.422366+00
3d2e26c8-d383-4b86-ab55-cdde5979f91c,연천군 보건소,health_center,,GYE,,경기 연천군 전곡읍 은대성로 95,031-839-4000,38.023525424083,127.060987832707,2025-09-21 19:25:46.553242+00,2025-10-16 08:37:55.767467+00
3e65939c-ab91-4fa6-a9bc-de0a3d6c0e3b,부산광역시 해운대구 보건소,health_center,,BUS,,부산 해운대구 양운로37번길 59,051-749-4000,35.1641122033114,129.178662018177,2025-09-21 19:25:46.006943+00,2025-10-16 08:37:33.79022+00
3e9662a1-44a0-42e0-bf08-42bb3528c282,광주광역시 서구 보건소,health_center,,GWA,,광주 서구 경열로 33,062-350-4000,35.1522999463388,126.88978335186,2025-09-21 19:25:46.258924+00,2025-10-16 08:37:42.983128+00
405548d6-e7a6-4bea-a285-2341cf1b7304,충청북도 청주시 청원구 보건소,health_center,,CHB,,충청북도 청주시 청원구,043-201-3600,,,2025-09-21 19:25:46.663564+00,2025-09-21 19:25:46.663564+00
4233abed-577b-480c-a514-898033dc8117,양구군 보건소,health_center,,GAN,,강원특별자치도 양구군 양구읍 관공서로 42,033-481-2000,38.1098671740406,127.989187169649,2025-09-21 19:25:46.618973+00,2025-10-16 08:37:42.34396+00
42c5a61f-1e39-41ea-a8ca-f2805a5a7e0f,충북응급의료지원센터,emergency_center,,CHB,,충청북도 청주시 상당구 상당로 82,043-278-0119,36.6357,127.4914,2025-09-21 19:16:34.66741+00,2025-10-16 08:45:15.662923+00
431dc7a1-c207-4590-85df-ba2c15c3ff03,충청북도 청주시 상당구 보건소,health_center,,CHB,,충청북도 청주시 상당구,043-201-3000,,,2025-09-21 19:25:46.663564+00,2025-09-21 19:25:46.663564+00
4378d522-508e-4b90-8d1e-77a829977519,서귀포시 보건소,health_center,,JEJ,,제주특별자치도 서귀포시 중앙로101번길 52,064-760-6000,33.2534103162917,126.555081110027,2025-09-21 19:25:47.043746+00,2025-10-16 08:38:06.117553+00
4395d547-d4e5-4467-86bd-949b577c1e4c,충청북도 진천군 보건소,health_center,,CHB,,충청북도 진천군,043-539-7000,,,2025-09-21 19:25:46.663564+00,2025-09-21 19:25:46.663564+00
441185c3-ec03-4d71-a737-eef51ac02358,인천광역시,province,,INC,,,,,,2025-09-08 15:33:17.099256+00,2025-09-08 15:33:17.099256+00
4423fd9c-9186-42e8-83fa-02b927259666,인제군 보건소,health_center,,GAN,,강원특별자치도 인제군 인제읍 인제로140번길 34,033-461-2000,38.0632918788131,128.168544632735,2025-09-21 19:25:46.618973+00,2025-10-16 08:37:42.431069+00
4484a5f8-2d05-484c-a787-e1e4ac145280,양산시 보건소,health_center,,GYN,,경남 양산시 삽량로 169,055-392-2800,35.3357377933616,129.024965926226,2025-09-21 19:25:46.996595+00,2025-10-16 08:37:59.528318+00
45e99c24-049d-49e8-9449-19dc24d87abf,곡성군 보건소,health_center,,JEN,,전남 곡성군 곡성읍 곡성로 854,061-360-8500,35.2788250054247,127.296820445932,2025-09-21 19:25:46.870534+00,2025-10-16 08:38:11.165823+00
4713aa16-027e-47de-86f8-c61a0beff6ee,용인시 기흥구 보건소,health_center,,GYE,,경기 용인시 기흥구 신갈로58번길 11,031-324-6000,37.2726084304598,127.106398590284,2025-09-21 19:25:46.553242+00,2025-10-16 08:37:55.954294+00
47665d65-e24c-4be0-9e2f-5acf1a6a8678,대전광역시,province,,DAJ,,,,,,2025-09-08 15:33:17.099256+00,2025-09-08 15:33:17.099256+00
4a4a2d5a-4949-4a38-8f2e-800577101bc5,부산광역시 기장군 보건소,health_center,,BUS,,부산 기장군 정관읍 용수로 11,051-709-4796,35.3252690577853,129.179306532224,2025-09-21 19:25:46.006943+00,2025-10-16 08:37:35.357286+00
4a91c018-a93d-401e-bca9-b7958ad04dd1,서울특별시 강동구 보건소,health_center,,SEO,,서울 강동구 성내로 45,02-3425-8500,37.5292687705028,127.125614688949,2025-09-21 19:25:45.894649+00,2025-10-16 08:38:15.716126+00
4b00b999-4b55-4f01-ac56-b9aeb7463659,경주시 보건소,health_center,,GYB,,경북 경주시 양정로 300,054-760-2000,35.8594632340342,129.224628911504,2025-09-21 19:25:46.933705+00,2025-10-16 08:37:44.661459+00
4cfba197-234a-4b98-a9ef-c5411621a523,영덕군 보건소,health_center,,GYB,,경북 영덕군 영덕읍 군청길 53,054-730-6400,36.4136784800628,129.373679387887,2025-09-21 19:25:46.933705+00,2025-10-16 08:37:46.668444+00
4d926461-9f17-4d16-b7ce-e0e3a602a029,대구광역시 남구 보건소,health_center,,DAE,,대구 남구 영선길 34,053-664-3000,35.8539373157568,128.591532044857,2025-09-21 19:25:46.124943+00,2025-10-16 08:37:38.789325+00
4e45923c-1015-4869-93a9-fd528818ca01,광주시 보건소,health_center,,GYE,,경기 광주시 파발로 194,031-760-2000,37.4165343524456,127.250337058254,2025-09-21 19:25:46.553242+00,2025-10-16 08:37:54.42336+00
4e820996-e6a6-4755-aa2e-dcc8df65706c,충청남도 당진시 보건소,health_center,,CHN,,충청남도 당진시,041-360-6000,,,2025-09-21 19:25:46.737648+00,2025-09-21 19:25:46.737648+00
4f8e6fb9-320e-4406-b23b-68760bc102bf,통영시 보건소,health_center,,GYN,,경남 통영시 안개4길 108,055-650-6000,34.8598083107171,128.432017587554,2025-09-21 19:25:46.996595+00,2025-10-16 08:37:58.057338+00
4fc357ee-ccf9-4105-a9b9-4336762bbb36,충청북도 단양군 보건소,health_center,,CHB,,충청북도 단양군,043-420-3200,,,2025-09-21 19:25:46.663564+00,2025-09-21 19:25:46.663564+00
5084d1b9-c659-4075-a7e6-d89499c2ef6b,의정부시 보건소,health_center,,GYE,,경기 의정부시 범골로 131,031-870-6000,37.7361520457148,127.039516159949,2025-09-21 19:25:46.553242+00,2025-10-16 08:37:52.301236+00
508cb853-ea24-42b4-bf0a-8af22d416e7d,하동군 보건소,health_center,,GYN,,경남 하동군 하동읍 군청로 31,055-880-6600,35.0669684971065,127.752760812478,2025-09-21 19:25:46.996595+00,2025-10-16 08:38:00.091446+00
51961d8a-1ad2-4394-9a9e-507cf6284057,인천광역시 옹진군 보건소,health_center,,INC,,인천 옹진군 북도면 시도로 76,032-899-3000,37.5327787345296,126.429668266432,2025-09-21 19:25:46.199323+00,2025-10-16 08:38:02.132426+00
52be21cb-5fd9-427a-8eb6-1042ba1686d8,양양군 보건소,health_center,,GAN,,강원특별자치도 양양군 양양읍 양양로 9-5,033-670-2000,38.0777773464954,128.627449093264,2025-09-21 19:25:46.618973+00,2025-10-16 08:37:42.880296+00
55b0e4f8-c8c9-46f4-b8d3-57bb013ccddd,거창군 보건소,health_center,,GYN,,경남 거창군 거창읍 거함대로 3079,055-940-8300,35.6810355242326,127.89847443029,2025-09-21 19:25:46.996595+00,2025-10-16 08:38:00.373892+00
56456c33-fa39-47a5-a98a-75cfcd3fe127,부산광역시 금정구 보건소,health_center,,BUS,,부산 금정구 중앙대로 1777,051-519-4000,35.2420536771383,129.092454562246,2025-09-21 19:25:46.006943+00,2025-10-16 08:37:33.983112+00
581d6448-7dea-40ad-b7b4-6e7b91e2b3e4,인천광역시 서구 보건소,health_center,,INC,,인천 서구 탁옥로 39,032-560-5000,37.5444725790857,126.673891709598,2025-09-21 19:25:46.199323+00,2025-10-16 08:38:02.036194+00
58666f9a-ee67-408e-bf0d-ea24c99f60a7,함평군 보건소,health_center,,JEN,,전남 함평군 함평읍 중앙길 54-8,061-320-2400,35.062390136102,126.524298530004,2025-09-21 19:25:46.870534+00,2025-10-16 08:38:09.807724+00
586c43f7-4c3f-4b83-9ab6-ec16594483c1,영천시 보건소,health_center,,GYB,,경북 영천시 옛군청1길 31,054-339-7000,35.9686005110324,128.932474375751,2025-09-21 19:25:46.933705+00,2025-10-16 08:37:45.112159+00
59c7d054-19b0-405e-8085-d575cbae2c61,서울특별시 종로구 보건소,health_center,,SEO,,서울 종로구 자하문로19길 36,02-2148-3500,37.581830891506,126.969224101056,2025-09-21 19:25:45.894649+00,2025-10-16 08:38:11.587081+00
5a44adfb-9547-4e83-b0fb-001f4bf4ab3b,울릉군 보건소,health_center,,GYB,,경북 울릉군 울릉읍 울릉순환로 396-18,054-790-6800,37.4858862895377,130.899496300876,2025-09-21 19:25:46.933705+00,2025-10-16 08:37:48.219739+00
5b69ae2c-aecd-4ee9-bb5f-c699d82ff961,서울특별시 동대문구 보건소,health_center,,SEO,,서울 동대문구 천호대로 145,02-2127-5000,37.5746993851423,127.040223107039,2025-09-21 19:25:45.894649+00,2025-10-16 08:38:12.932436+00
5bf7c408-4282-4a8f-839f-e975c03c027a,서울특별시 영등포구 보건소,health_center,,SEO,,서울 영등포구 당산로 123,02-2670-3114,37.5263484763681,126.895504665117,2025-09-21 19:25:45.894649+00,2025-10-16 08:38:15.072197+00
5cdc8919-804f-4c9c-bd05-907e69f0a2a6,부산광역시 동구 보건소,health_center,,BUS,,부산 동구 구청로 1,051-440-4000,35.1292781709859,129.044899096536,2025-09-21 19:25:46.006943+00,2025-10-16 08:37:33.336287+00
5d7412dc-0b7f-4bb5-bb28-e2cf2e191da4,진주시 보건소,health_center,,GYN,,경남 진주시 월아산로 2026,055-749-5700,35.213556074953,128.121447494526,2025-09-21 19:25:46.996595+00,2025-10-16 08:37:57.970169+00
5d9f5a35-f90f-4870-8420-318c94be3542,충청남도 보령시 보건소,health_center,,CHN,,충청남도 보령시,041-930-3000,,,2025-09-21 19:25:46.737648+00,2025-09-21 19:25:46.737648+00
5f54bbf6-09c0-4148-af71-00bcd1895b05,수원시 장안구 보건소,health_center,,GYE,,경기 수원시 장안구 송원로 101,031-228-5500,37.3043687448515,127.0102869959,2025-09-21 19:25:46.553242+00,2025-10-16 08:37:48.939722+00
5f6b65c5-95e1-470b-bd7b-deece23318a4,고성군 보건소,health_center,,GAN,,경남 고성군 고성읍 남포로79번길 103-3,033-681-4000,34.9694566156235,128.315383433273,2025-09-21 19:25:46.618973+00,2025-10-16 08:37:42.51903+00
5f6f84fe-ea6b-4e51-89d0-b332b55c0daa,광주광역시 북구 보건소,health_center,,GWA,,광주 북구 우치로 65,062-410-8000,35.1733442185057,126.912140311456,2025-09-21 19:25:46.258924+00,2025-10-16 08:37:44.291238+00
